Calendar Group,Event Type Tags,id,Title,Category,Research Topic,Date,Duration,Attendance,Location,Year
CIERA - Journal Clubs,Academic Seminars,603826,CIERA Journal Club,Science,,11/14/2023,1,35,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603866,Observational Astronomy Meeting,Science,,11/15/2023,1,30,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603903,CIERA Theory Group,Science,,11/16/2023,1,40,CIERA Cafe,2024
CIERA - Special Public Events,Public Outreach,,Warren Township High School Astronomy Career Panel,Outreach|Professional Development,,11/17/2023,1,20,"Gumee, Il",2024
CIERA - Community Events,Community Events,607515,Tea Time,Interdisciplinary,,11/20/2023,1,,CIERA 8th floor,2024
CIERA - Community Events,Community Events,607516,CIERA Winter Party Potluck,Interdisciplinary,,11/27/2023,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,603828,CIERA Journal Club,Science,,11/28/2023,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,606003,"Astrophysics Seminar: Natasha Batalha, NASA: ""The Open Access Era of Exoplanet Characterization at the Onset of Next-Generation Telescopes""",Science,Exoplanets & the Solar System,11/28/2023,1,50,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603868,Observational Astronomy Meeting,Science,,11/29/2023,1,30,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603905,CIERA Theory Group,Science,,11/30/2023,1,40,CIERA Cafe,2024
CIERA - Astronomer Evenings,Public Outreach,606527,CIERA Astronomer Evenings: The Black Holes of Einstein's Relativity,Outreach,Black Holes & Dead Stars,12/1/2023,1,15,Dearborn Observatory,2024
CIERA - Conferences/Collab Meetings,Conferences,601439,Intermediate-Mass Black Holes: New Science from Stellar Evolution to Cosmology,Science|Interdisciplinary,Black Holes & Dead Stars,12/2/2023,4,62,"Grand Caribe resort, San Pedro, Belize",2024
CIERA - Community Events,Community Events,607517,Tea Time,Interdisciplinary,,12/4/2023,1,,CIERA 8th floor,2024
CIERA - Astronomy on Tap,Public Outreach,607491,Merry Chirp-mass: Carol of the Waves,Outreach,Gravitational Waves & Multi-Messenger Astronomy,12/7/2023,1,55,"Begyle Brewing, 1800 W Cuyler Ave.",2024
CIERA - Social Justice Meetings,Community Events,607483,CIERA en Espanol,,,12/11/2023,1,,,2024
CIERA - Community Events,Community Events,607518,Tea Time,Interdisciplinary,,12/11/2023,1,,CIERA 8th floor,2024
CIERA - Community Events,Community Events,607519,Tea Time,Interdisciplinary,,12/18/2023,1,,CIERA 8th floor,2024
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,R Process Element Meeting,Science,,12/19/2023,1,8,CIERA ,2024
CIERA - Community Events,Community Events,607520,Tea Time,Interdisciplinary,,12/25/2023,1,,CIERA 8th floor,2024
CIERA - Community Events,Community Events,607521,Tea Time,Interdisciplinary,,1/1/2024,1,,CIERA 8th floor,2024
CIERA - Community Events,Community Events,607522,Tea Time,Interdisciplinary,,1/8/2024,1,,CIERA 8th floor,2024
CIERA - Social Justice Meetings,Community Events,607484,CIERA en Espanol,,,1/8/2024,1,,,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,608751,"Astrophysics Seminar: Harley Katz: ""Challenging our Understanding of High-redshift Galaxy Formation with JWST Observations""",Science,Other,1/9/2024,1,50,CIERA Cafe,2024
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,609499,SAGURO Collaboration Meeting,Science|Interdisciplinary,Gravitational Waves & Multi-Messenger Astronomy,1/11/2024,1,,CIERA,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603874,Observational Astronomy Meeting,Science,,1/12/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607523,Tea Time,Interdisciplinary,,1/15/2024,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,603835,CIERA Journal Club,Science,,1/16/2024,1,50,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,607079,"Astrophysics Seminar: Nahum Arav: ""The Contribution of Quasar Absorption Outflows to AGN Feedback""",Science,Galaxies & Cosmology,1/16/2024,1,50,CIERA Cafe,2024
CIERA - Special Public Events,Education,,CPS Physics Night,Outreach|Education,,1/17/2024,1,15,"Von Steuben High School, Chicago",2024
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,609500,SAGURO Collaboration Meeting,Science|Interdisciplinary,Gravitational Waves & Multi-Messenger Astronomy,1/17/2024,2,,,2024
CIERA - Theory Group Meetings,Academic Seminars,603912,CIERA Theory Group,Science,,1/18/2024,1,40,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603875,Observational Astronomy Meeting,Science,,1/19/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607524,Tea Time,Interdisciplinary,,1/22/2024,1,,CIERA 8th floor,2024
CIERA - Community Events,Community Events,609596,Mentorship Lunch,Interdisciplinary,,1/22/2024,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,603836,CIERA Journal Club,Science,,1/23/2024,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,607165,Astrophysics Seminar: Quinn Konopacky: Constraining Planet Formation with Spectroscopy of Direct Imaged Planets,Science|Interdisciplinary,Exoplanets & the Solar System,1/23/2024,1,50,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603913,CIERA Theory Group,Science,,1/25/2024,1,40,CIERA Cafe,2024
CIERA - Astronomer Evenings,Public Outreach,606528,CIERA Astronomer Evenings,Outreach,,1/26/2024,1,30,Dearborn Observatory,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603876,Observational Astronomy Meeting,Science,,1/26/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607525,Tea Time,Interdisciplinary,,1/29/2024,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,603837,CIERA Journal Club,Science,,1/30/2024,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,608752,"Astrophysics Seminar: Jessie Dotson: ""The Asteroid Threat Assessment Project""",Science|Interdisciplinary,Exoplanets & the Solar System,1/30/2024,1,50,CIERA Cafe,2024
CIERA - CROCS,Public Outreach|Education,,CROCS: Chicago Military Bronzeville,Outreach|Education|Professional Development,Other,1/31/2024,1,25,Chicago Military Bronzeville,2024
CIERA - Community Events,Community Events,607485,CIERA en Espanol,Interdisciplinary,,2/1/2024,1,,CIERA 8th floor,2024
CIERA - Theory Group Meetings,Academic Seminars,603914,CIERA Theory Group,Science,,2/1/2024,1,40,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603877,Observational Astronomy Meeting,Science,,2/2/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607526,Tea Time,Interdisciplinary,,2/5/2024,1,,CIERA 8th floor,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,608753,Astrophysics Seminars: Jamie Rankin: ���New Insights into Cosmic Rays from Parker Solar Probe���,Science,Galaxies & Cosmology,2/6/2024,1,50,CIERA Cafe,2024
CIERA - Journal Clubs,Academic Seminars,603838,CIERA Journal Club,Science,,2/6/2024,1,35,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603915,CIERA Theory Group,Science,,2/8/2024,1,40,CIERA Cafe,2024
CIERA - Conferences/Collab Meetings,Collab/Group Meetings,,CHIME/FRB Gemini LLP Collab Meeting,Science,,2/8/2024,2,,,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603878,Observational Astronomy Meeting,Science,,2/9/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607527,Tea Time,Interdisciplinary,,2/12/2024,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,603839,CIERA Journal Club,Science,,2/13/2024,1,35,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603879,Observational Astronomy Meeting,Science,,2/16/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607528,Tea Time,Interdisciplinary,,2/19/2024,1,,CIERA 8th floor,2024
CIERA - Software Tutorials,Future Leaders|Academic Seminars,610698,Advanced Python Techniques I,Professional Development|Data Science & Computing,,2/19/2024,1,,"CIERA, 7th floor, Rubin Room",2024
CIERA - Journal Clubs,Academic Seminars,603840,CIERA Journal Club,Science,,2/20/2024,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,610561,"Astrophysics Seminar: Greg Herczeg:""Variability in the Growth of Stars and Planets""",Science,Life and Death of Stars,2/20/2024,1,50,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603917,CIERA Theory Group,Science,,2/22/2024,1,40,CIERA Cafe,2024
CIERA - Astronomer Evenings,Public Outreach,606529,CIERA Astronomer Evenings: Gravitational Waves & their detection,Outreach,Gravitational Waves & Multi-Messenger Astronomy,2/23/2024,1,9,Dearborn Observatory,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603880,Observational Astronomy Meeting,Science,,2/23/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607529,Tea Time,Interdisciplinary,,2/26/2024,1,,CIERA 8th floor,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,608328,"Astrophysics Seminar:Alex Ciprijanovic: ""Bridging the Gap Between Astronomical Datasets: From Proof of Concept to AI Model Deployment with Domain Adaptation""",Science|Interdisciplinary|Data Science & Computing,Other,2/27/2024,1,50,CIERA Cafe,2024
CIERA - Journal Clubs,Academic Seminars,603841,CIERA Journal Club,Science,,2/27/2024,1,35,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603918,CIERA Theory Group,Science,,2/29/2024,1,40,CIERA Cafe,2024
CIERA - Social Justice Meetings,Academic Seminars,610757,CIERA Allyship and Advocacy Workshop,,,3/4/2024,1,,CIERA Cafe,2024
CIERA - Software Tutorials,Future Leaders|Academic Seminars,609769,Special Computational Workshop: Quest OnDemand,Professional Development|Data Science & Computing,,3/4/2024,1,,"CIERA, 7th floor, Rubin Room",2024
CIERA - Community Events,Community Events,607530,Tea Time,Interdisciplinary,,3/4/2024,1,,CIERA 8th floor,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,607166,"Astrophysics Seminar: Carl Fields: ""Next-Generation Simulations of The Remarkable Deaths of Massive Stars""",Science|Data Science & Computing,Life and Death of Stars,3/5/2024,1,50,CIERA Cafe,2024
CIERA - Journal Clubs,Academic Seminars,603842,CIERA Journal Club,Science,,3/5/2024,1,35,CIERA Cafe,2024
CIERA - Social Justice Meetings,Community Events,607486,CIERA en espa�ol,,,3/7/2024,1,,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603919,CIERA Theory Group,Science,,3/7/2024,1,40,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603882,Observational Astronomy Meeting,Science,,3/8/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607531,Tea Time,Interdisciplinary,,3/11/2024,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,611634,CIERA Journal Club,Science,,3/12/2024,1,35,CIERA Cafe,2024
CIERA - Astronomy on Tap,Public Outreach,610942,3.141Pi: Exploring the Universe One Slice at a Time,Outreach,Other,3/14/2024,1,89,"Begyle Brewing, 1800 W Cuyler Ave.",2024
CIERA - Observational Astronomy Meetings,Academic Seminars,611661,Observational Astronomy Meeting [copy],Science,,3/15/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607532,Tea Time,Interdisciplinary,,3/18/2024,1,,CIERA 8th floor,2024
CIERA - Special Public Events,Public Outreach,,Spring Stargazing and the Upcoming Eclipse with Northwestern,Outreach|Education,,3/19/2024,1,30,"Evanston Public Library: 1801 Main St, Evanston Il",2024
CIERA - Community Events,Community Events,607533,Tea Time,Interdisciplinary,,3/25/2024,1,,CIERA 8th floor,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,611509,"Astrophysics Seminar: Sean Ressler: ""Cleaning Up The Dirty Astrophysical Parts: Novel Approaches to Simulating Black Hole Accretion """,Science|Data Science & Computing,Black Holes & Dead Stars,3/26/2024,1,50,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603922,CIERA Theory Group,Science,,3/28/2024,1,40,CIERA Cafe,2024
CIERA - Astronomer Evenings,Public Outreach,606530,CIERA Astronomer Evenings,Outreach,,3/29/2024,1,22,Dearborn Observatory,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,611645,Observational Astronomy Meeting,Science,,3/29/2024,1,30,CIERA Cafe,2024
CIERA - Community Events,Community Events,607534,Tea Time,Interdisciplinary,,4/1/2024,1,,CIERA 8th floor,2024
CIERA - CROCS,Public Outreach|Education,,CROCS,Outreach|Education|Professional Development,Other,4/1/2024,1,116,Build Chicago: 5100 W Harrison St,2024
CIERA - Community Events,Community Events,611635,Grad Student Ice Cream Social,Interdisciplinary,,4/2/2024,1,,CIERA 8th floor,2024
CIERA - Software Tutorials,Future Leaders,612712,Introduction to Databases I,Professional Development|Data Science & Computing,,4/3/2024,1,,"CIERA, 7th floor, Rubin Room",2024
CIERA - Theory Group Meetings,Academic Seminars,603923,CIERA Theory Group,Science,,4/4/2024,1,40,CIERA Cafe,2024
CIERA - CROCS,Public Outreach|Education,,CROCS,Outreach|Education|Professional Development,Other,4/5/2024,1,225,"Chute Middle School, Evanston Il",2024
CIERA - Special Public Events,Public Outreach,,Solar Eclipse 2024 Buildup,,,4/5/2024,1,200,Tech,2024
CIERA - Special Public Events,Public Outreach,,Solar Eclipse Presentation,,,4/6/2024,1,41,"The Mather, Evanston Il",2024
CIERA - Special Public Events,Public Outreach,,Pre-Eclipse Science Talks,Outreach,,4/7/2024,1,230,"Carmel, Indiana",2024
CIERA - Community Events,Community Events,607535,Tea Time,Interdisciplinary,,4/8/2024,1,,CIERA 8th floor,2024
CIERA - Special Public Events,Future Leaders|Education,,Eclipse at MESH 2024,Outreach | Interdisciplinary,Other,4/8/2024,1,65,"CEEM, Indiana University, Bloomington Indiana",2024
CIERA - Journal Clubs,Academic Seminars,603847,CIERA Journal Club,Science,,4/9/2024,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Brant Robertson,Science,,4/9/2024,1,50,,2024
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group: Vikram Dwarkadas,Science,,4/11/2024,1,40,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603887,Observational Astronomy Meeting,Science,,4/12/2024,1,30,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Jeff Cooke,Science,,4/12/2024,1,50,,2024
CIERA - CIERA Connections,Future Leaders|Academic Seminars,612570,STEM Careers in the Public Sector: from National Labs to Police Accountability to the Federal Government.,Future Leaders|Interdisciplinary|Data Science & Computing,,4/15/2024,1,40,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,610662,"Astrophysics Seminar: Ted Bergin: ""Linking Planet Formation to Exoplanet Composition""",Science,Exoplanets & the Solar System,4/16/2024,1,50,CIERA Cafe,2024
CIERA - Software Tutorials,Future Leaders,612713,Introduction to Databases II,Future Leaders|Data Science & Computing,,4/17/2024,1,,"CIERA, 7th floor, Rubin Room",2024
CIERA - Theory Group Meetings,Academic Seminars,603925,CIERA Theory Group,Science,,4/18/2024,1,40,CIERA Cafe,2024
CIERA - Special Public Events,Future Leaders|Education,,Baxter Symposium 2024,Education|Outreach|Interdisciplinary,,4/18/2024,1,35,Dearborn Observatory|NU Allen Center,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603888,Observational Astronomy Meeting,Science,,4/19/2024,1,30,CIERA Cafe,2024
CIERA - CROCS,Public Outreach|Education,,CROCS,Future Leaders|Outreach|Education,Other,4/20/2024,1,16,"NU Academy, Chicago, Il",2024
CIERA - Community Events,Community Events,607537,Tea Time,Interdisciplinary,,4/22/2024,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,603849,CIERA Journal Club,Science,,4/23/2024,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,610663,Astrophysics Seminar:Diana Powell: TBA,Science,,4/23/2024,1,50,CIERA Cafe,2024
CIERA - Theory Group Meetings,Academic Seminars,603926,CIERA Theory Group,Science,,4/25/2024,1,40,CIERA Cafe,2024
CIERA - Observational Astronomy Meetings,Academic Seminars,603889,Observational Astronomy Meeting,Science,,4/26/2024,1,30,CIERA Cafe,2024
CIERA - Astronomer Evenings,Public Outreach,606531,CIERA Astronomer Evenings,Outreach,,4/26/2024,1,15,Dearborn Observatory,2024
CIERA - Community Events,Community Events,607538,Tea Time,Interdisciplinary,,4/29/2024,1,,CIERA 8th floor,2024
CIERA - Social Justice Meetings,Future Leaders|Academic Seminars,611553,"CIERA Mentoring Lunch: ""Building Inclusive Graduate Programs - A Pilot in Physics""",,,4/29/2024,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,603850,CIERA Journal Club,Science,,4/30/2024,1,35,CIERA Cafe,2024
Physics and Astronomy Astrophysics Seminars,Academic Seminars,610664,Astrophysics Seminar:Scott Ransom: TBA,Science,,4/30/2024,1,50,CIERA Cafe,2024
CIERA - Software Tutorials,Future Leaders,,Introduction to Web Development with PHP,Future Leaders|Data Science & Computing,,5/1/2024,1,,"CIERA, 7th floor, Rubin Room",2024
CIERA - Theory Group Meetings,Academic Seminars,,CIERA Theory Group,Science,,5/2/2024,1,40,CIERA Cafe,2024
CIERA - CIERA Connections,Future Leaders,,"Dan Abramov, ""Navigating the Cosmos: Lessons Learned for a career in Astrophysics, Planetary Science, and Aerospace Industries""",Future Leaders|Interdisciplinary,,5/6/2024,1,27,CIERA,2024
CIERA - Community Events,Community Events,,Tea Time,Interdisciplinary,,5/6/2024,1,,CIERA 8th floor,2024
CIERA - Journal Clubs,Academic Seminars,,CIERA Journal Club,Science,,5/7/2024,1,35,CIERA Cafe,2024
